"speciesScientificName","type","projectID","ForStrat.Value","diet.breadth","BodyMass.Value","Activity.Nocturnal","Activity.Diurnal","X15.1_LitterSize","X10.1_PopulationGrpSize","X10.2_SocialGrpSize"
"Tragulus javanicus","A","TEAMS_BBS","G",2,2775,1,0,0.98,-999,1
"Presbytis melalophos","A","TEAMS_BBS","Ar",3,6300,0,1,1.01,14.5,14
"Pardofelis marmorata","A","TEAMS_BBS","S",1,2854.25,1,0,2,-999,-999
"Muntiacus muntjak","B","TEAMS_BBS","G",2,15925.79,1,1,1,-999,-999
"Macaca nemestrina","B","TEAMS_BBS","S",4,6296.5,0,1,1.01,-999,22.6
"Helarctos malayanus","B","TEAMS_BBS","G",4,46500,1,0,1.1,-999,-999
"Rusa unicolor","B","TEAMS_BBS","G",2,177522.9,1,0,1,-999,-999
"Sus scrofa","B","TEAMS_BBS","G",5,96118.09,1,0,4.52,-999,13
"Tragulus napu","B","TEAMS_BBS","G",2,4950,1,0,0.96,-999,-999
"Tapirus indicus","B","TEAMS_BBS","G",1,296250,1,0,1,1,1.5
"Symphalangus syndactylus","B","TEAMS_BBS","Ar",3,10839,0,1,1.02,-999,3.8
"Manis javanica","B","TEAMS_BBS","Ar",1,5150,1,0,1,-999,-999
"Panthera tigris","B","TEAMS_BBS","G",1,162564,1,1,2.6,1,1
"Prionailurus bengalensis","B","TEAMS_BBS","S",3,3300,1,1,2.5,-999,-999
"Elephas maximus","B","TEAMS_BBS","G",1,2915040,1,1,1.41,-999,7.75
"Cuon alpinus","B","TEAMS_BBS","G",2,14173.33,0,1,4.3,-999,-999
"Catopuma temminckii","B","TEAMS_BBS","G",2,11500,1,0,1.5,-999,-999
"Prionodon linsang","B","TEAMS_BBS","S",3,700,1,0,2.3,-999,-999
"Arctogalidia trivirgata","B","TEAMS_BBS","Ar",4,2250,1,0,2.79,-999,-999
"Paguma larvata","B","TEAMS_BBS","G",3,4300,1,0,2.16,-999,-999
"Macaca fascicularis","B","TEAMS_BBS","S",3,3991.5,0,1,1,23.6,27
"Hemigalus derbyanus","B","TEAMS_BBS","G",1,2322.5,1,0,1.73,-999,-999
"Cynogale bennettii","B","TEAMS_BBS","G",4,4500,1,0,2.3,-999,-999
"Arctictis binturong","B","TEAMS_BBS","Ar",5,9875,1,0,2.5,-999,-999
"Lutra lutra","B","TEAMS_BBS","G",4,8785.14,1,1,2.01,-999,-999
"Herpestes brachyurus","B","TEAMS_BBS","G",5,1853.52,1,1,3.49,-999,-999
"Tragulus kanchil","B","TEAMS_BBS","G",2,3706.24,1,0,-999,-999,-999
"Paradoxurus hermaphroditus","B","TEAMS_BBS","Ar",4,3156.66,1,0,3.29,-999,-999
"Capricornis sumatraensis","B","TEAMS_BBS","G",1,110942.22,0,1,1.22,-999,-999
"Martes flavigula","B","TEAMS_BBS","Ar",5,1842.5,0,1,3.53,-999,-999
"Hystrix brachyura","C","TEAMS_BBS","G",2,8450,1,0,1.41,1,1
"Trichys fasciculata","C","TEAMS_BBS","S",2,1655,1,0,-999,-999,-999
"Herpestes semitorquatus","C","TEAMS_BBS","G",5,1916.01,1,1,-999,-999,-999
"Nycticebus coucang","C","TEAMS_BBS","Ar",4,803.5,1,0,1.12,-999,1
"Hylobates agilis","C","TEAMS_BBS","Ar",3,5650,0,1,1.02,-999,4.2
"Viverra tangalunga","C","TEAMS_BBS","G",6,6885,1,1,1.92,-999,-999
"Petaurista elegans","C","TEAMS_BBS","Ar",4,997,1,0,1,-999,-999
"Dicerorhinus sumatrensis","C","TEAMS_BBS","G",2,1266667,1,0,1,1,1
"Ratufa affinis","C","TEAMS_BBS","Ar",5,1156.25,0,1,-999,-999,-999
"Hystrix sumatrae","C","TEAMS_BBS","G",2,3260,1,0,-999,-999,-999
"Ratufa bicolor","C","TEAMS_BBS","Ar",5,2050,0,1,1.5,-999,-999
"Petaurista petaurista","C","TEAMS_BBS","Ar",4,1660.13,1,0,1,-999,-999
"Trachypithecus cristatus","C","TEAMS_BBS","Ar",2,8350,0,1,1.01,30.6,27.4
"Mustela nudipes","C","TEAMS_BBS","S",1,500,1,1,4,-999,-999
"Rhizomys sumatrensis","C","TEAMS_BBS","G",3,1625,1,0,4,-999,-999
"Lutra sumatrana","C","TEAMS_BBS","G",4,5500,1,1,-999,-999,-999
"Lutrogale perspicillata","C","TEAMS_BBS","G",4,9483.33,0,1,3.24,-999,-999
"Prionailurus planiceps","C","TEAMS_BBS","G",2,6750,1,0,-999,1,1
"Sylvilagus brasiliensis","A","TEAMS_BCI","G",1,949.99,1,0,1.9,-999,1
"Cebus capucinus","A","TEAMS_BCI","Ar",6,2733.32,0,1,1.01,-999,18.15
"Metachirus nudicaudatus","A","TEAMS_BCI","S",5,375,1,0,3.87,-999,1
"Marmosa robinsoni","A","TEAMS_BCI","Ar",5,56.67,1,0,9.5,-999,1
"Didelphis marsupialis","B","TEAMS_BCI","S",4,1091.16,1,0,7.09,-999,1
"Odocoileus virginianus","B","TEAMS_BCI","G",2,55508.56,1,0,1.57,-999,2.25
"Nasua narica","B","TEAMS_BCI","S",3,4030.05,0,1,4,-999,-999
"Pecari tajacu","B","TEAMS_BCI","G",4,21266.69,1,0,1.56,11.65,20
"Leopardus pardalis","B","TEAMS_BCI","G",3,11900.08,1,0,1.66,-999,-999
"Tamandua mexicana","B","TEAMS_BCI","S",1,4209.98,1,1,-999,-999,1
"Mazama temama","B","TEAMS_BCI","G",2,18809.87,1,1,-999,-999,-999
"Dasypus novemcinctus","B","TEAMS_BCI","G",1,4203.78,1,0,3.96,-999,1
"Eira barbara","B","TEAMS_BCI","G",2,3910.03,1,1,2.14,-999,-999
"Cabassous centralis","B","TEAMS_BCI","G",1,3809.96,1,0,1,-999,1
"Procyon cancrivorus","B","TEAMS_BCI","G",5,6949.92,1,0,2.62,-999,-999
"Philander opossum","B","TEAMS_BCI","S",5,585.5,1,1,4.75,-999,1
"Tapirus bairdii","B","TEAMS_BCI","G",1,299999.13,1,0,1,-999,1
"Alouatta palliata","B","TEAMS_BCI","Ar",2,7274.95,0,1,1.02,-999,13.1
"Leopardus wiedii","B","TEAMS_BCI","S",2,3249.97,1,0,1.5,-999,-999
"Galictis vittata","B","TEAMS_BCI","G",5,3200,1,1,-999,-999,-999
"Canis latrans","B","TEAMS_BCI","G",3,13406.33,1,0,5.72,-999,-999
"Urocyon cinereoargenteus","C","TEAMS_BCI","G",5,3833.72,1,0,3.71,-999,-999
"Cuniculus paca","C","TEAMS_BCI","G",3,8172.55,1,0,1.01,-999,1
"Choloepus hoffmanni","C","TEAMS_BCI","Ar",2,4750.01,1,0,1,-999,1
"Panthera onca","C","TEAMS_BCI","G",3,1e+05,1,1,1.96,1,1
"Bradypus variegatus","C","TEAMS_BCI","Ar",1,4335.01,1,1,1,-999,1
"Speothos venaticus","C","TEAMS_BCI","G",1,5999.98,0,1,3.8,-999,-999
"Potos flavus","C","TEAMS_BCI","Ar",3,3000,1,0,1.11,-999,1
"Ateles geoffroyi","C","TEAMS_BCI","Ar",5,5284.94,0,1,1.01,-999,42
"Dasyprocta punctata","C","TEAMS_BCI","G",3,2674.98,0,1,1.25,-999,1
"Procyon lotor","C","TEAMS_BCI","G",4,5524.97,1,0,3.06,-999,-999
"Chironectes minimus","C","TEAMS_BCI","G",3,946,1,0,3.24,-999,1
"Lontra longicaudis","C","TEAMS_BCI","G",3,6554.96,1,0,3.69,-999,-999
"Hydrochoerus isthmius","C","TEAMS_BCI","G",2,21267.32,0,1,4.99,-999,-999
"Cercopithecus lhoesti","A","TEAMS_BIF","Ar",4,5375.02,0,1,1,-999,17.4
"Genetta genetta","A","TEAMS_BIF","Ar",3,1800,1,0,2.29,-999,-999
"Canis lupus","A","TEAMS_BIF","G",1,32183.33,1,0,4.98,-999,-999
"Genetta tigrina","A","TEAMS_BIF","Ar",3,2225,1,0,2.76,-999,-999
"Genetta victoriae","A","TEAMS_BIF","Ar",3,2999.99,1,0,-999,-999,-999
"Colobus angolensis","A","TEAMS_BIF","Ar",2,9850,0,1,1.01,9,10.9
"Cephalophus nigrifrons","B","TEAMS_BIF","G",3,13899.85,1,0,-999,-999,-999
"Cephalophus silvicultor","B","TEAMS_BIF","G",3,72500.33,1,0,1,-999,1
"Canis adustus","B","TEAMS_BIF","G",4,10249.91,1,0,4.5,-999,-999
"Mellivora capensis","B","TEAMS_BIF","G",5,8500,0,1,2.35,-999,-999
"Potamochoerus larvatus","B","TEAMS_BIF","G",4,48781.25,1,0,2.73,7.2,8
"Atilax paludinosus","B","TEAMS_BIF","G",4,3299.97,1,0,2,-999,-999
"Tragelaphus spekii","B","TEAMS_BIF","G",1,77999.17,1,1,1,-999,6
"Genetta servalina","B","TEAMS_BIF","Ar",3,1054.99,1,0,1.5,-999,-999
"Gorilla beringei","B","TEAMS_BIF","G",2,149325.19,0,1,-999,-999,-999
"Pan troglodytes","B","TEAMS_BIF","S",3,42500,0,1,1.05,45,50
"Civettictis civetta","B","TEAMS_BIF","G",6,11999.97,1,0,2.31,-999,-999
"Papio anubis","B","TEAMS_BIF","G",4,17728.56,0,1,1.01,44.5,40
"Nandinia binotata","B","TEAMS_BIF","Ar",3,2000,1,0,1.84,-999,-999
"Loxodonta africana","B","TEAMS_BIF","G",1,3940034.28,1,1,0.84,-999,19.5
"Cephalophus weynsi","B","TEAMS_BIF","G",3,17000,1,0,-999,-999,-999
"Cercopithecus mitis","B","TEAMS_BIF","Ar",4,5000,0,1,1,-999,16
"Tragelaphus scriptus","B","TEAMS_BIF","G",1,43250.39,1,1,1,-999,1
"Leptailurus serval","B","TEAMS_BIF","G",1,11999.97,1,0,2.35,-999,-999
"Colobus guereza","B","TEAMS_BIF","Ar",2,10600,0,1,1,7,7.6
"Dendrohyrax dorsalis","C","TEAMS_BIF","Ar",2,3175,1,0,1.22,1,1
"Chlorocebus tantalus","C","TEAMS_BIF","S",3,4993,0,1,-999,-999,-999
"Dendrohyrax arboreus","C","TEAMS_BIF","Ar",2,2949.99,1,0,1.51,-999,1
"Atherurus africanus","C","TEAMS_BIF","G",2,1934,1,0,1.5,-999,1
"Orycteropus afer","C","TEAMS_BIF","G",1,52350.4,1,0,1.1,-999,1
"Kobus ellipsiprymnus","C","TEAMS_BIF","G",1,210000.34,1,1,1,-999,12
"Cercopithecus ascanius","C","TEAMS_BIF","Ar",5,3550,0,1,1.01,34,26.3
"Ceratotherium simum","C","TEAMS_BIF","G",1,2949986.31,1,1,1,3.75,3.75
"Ichneumia albicauda","C","TEAMS_BIF","G",4,3500.02,1,0,2.35,-999,-999
"Protoxerus stangeri","C","TEAMS_BIF","S",2,621.5,0,1,1.47,-999,-999
"Hystrix africaeaustralis","C","TEAMS_BIF","G",2,14936.02,1,0,1.51,-999,1.5
"Philantomba monticola","C","TEAMS_BIF","G",3,4896.05,1,0,0.98,-999,1.9
"Syncerus caffer","C","TEAMS_BIF","G",1,580002.68,1,0,1.08,3000,12
"Phacochoerus africanus","C","TEAMS_BIF","G",3,82500,1,0,-999,-999,-999
"Ictonyx striatus","C","TEAMS_BIF","G",4,1299.99,1,0,2.3,-999,-999
"Otolemur crassicaudatus","C","TEAMS_BIF","Ar",3,1500,1,0,1.14,-999,3.5
"Cricetomys emini","C","TEAMS_BIF","G",4,1299.99,1,0,0.97,-999,-999
"Hystrix cristata","C","TEAMS_BIF","G",2,16250,1,0,1.73,-999,-999
"Damaliscus lunatus","C","TEAMS_BIF","G",1,136000.34,0,1,0.98,-999,3.6
"Hylochoerus meinertzhageni","C","TEAMS_BIF","G",1,188500,1,0,4,-999,10
"Lophocebus albigena","C","TEAMS_BIF","Ar",2,7690.06,0,1,1.01,17,16
"Herpestes ichneumon","C","TEAMS_BIF","G",5,5174.98,1,1,3,-999,-999
"Thryonomys gregorianus","C","TEAMS_BIF","G",3,2707.14,1,0,2.91,-999,1
"Genetta maculata","C","TEAMS_BIF","Ar",3,2225,1,0,2.12,-999,-999
"Anomalurus derbianus","C","TEAMS_BIF","Ar",4,649.99,1,0,1,-999,1
"Procavia capensis","C","TEAMS_BIF","G",1,3029.98,0,1,2.5,47,17
"Sylvicapra grimmia","C","TEAMS_BIF","G",3,19499.79,1,0,0.98,-999,1
"Crocuta crocuta","C","TEAMS_BIF","G",1,66492.06,1,0,1.91,-999,-999
"Mungos mungo","C","TEAMS_BIF","G",2,1925,0,1,2.68,-999,-999
"Hydrictis maculicollis","C","TEAMS_BIF","G",3,4180.53,1,1,2,-999,-999
"Potamogale velox","C","TEAMS_BIF","G",3,659.99,1,0,2.5,1,1
"Thryonomys swinderianus","C","TEAMS_BIF","G",3,3180.02,1,0,3.88,-999,1
"Metachirus nudicaudatus","A","TEAMS_CAX","S",5,375,1,0,3.87,-999,1
"Atelocynus microtis","A","TEAMS_CAX","G",2,7749.97,1,0,-999,-999,1
"Cebus apella","A","TEAMS_CAX","Ar",6,2500,0,1,1.05,-999,7.9
"Mazama nana","A","TEAMS_CAX","G",2,16499.85,1,1,-999,-999,-999
"Mazama americana","B","TEAMS_CAX","G",2,22799.75,1,1,1.22,-999,1
"Didelphis marsupialis","B","TEAMS_CAX","S",4,1091.16,1,0,7.09,-999,1
"Eira barbara","B","TEAMS_CAX","G",2,3910.03,1,1,2.14,-999,-999
"Leopardus pardalis","B","TEAMS_CAX","G",3,11900.08,1,0,1.66,-999,-999
"Tapirus terrestris","B","TEAMS_CAX","G",1,207500.91,1,0,1,-999,1
"Puma concolor","B","TEAMS_CAX","G",1,51600.04,1,1,2.76,-999,1
"Pecari tajacu","B","TEAMS_CAX","G",4,21266.69,1,0,1.56,11.65,20
"Dasypus kappleri","B","TEAMS_CAX","G",1,9500,1,0,4.47,-999,1
"Dasypus novemcinctus","B","TEAMS_CAX","G",1,4203.78,1,0,3.96,-999,1
"Myrmecophaga tridactyla","B","TEAMS_CAX","G",1,22333.15,1,1,1,1,1
"Tamandua tetradactyla","B","TEAMS_CAX","S",1,5515.06,1,1,1,-999,1
"Leopardus wiedii","B","TEAMS_CAX","S",2,3249.97,1,0,1.5,-999,-999
"Panthera onca","B","TEAMS_CAX","G",3,1e+05,1,1,1.96,1,1
"Nasua nasua","B","TEAMS_CAX","S",3,3793.85,0,1,3.69,-999,-999
"Cabassous unicinctus","B","TEAMS_CAX","G",1,4799.99,1,0,1,-999,1
"Priodontes maximus","B","TEAMS_CAX","G",2,45359.68,1,0,1.5,-999,1
"Tayassu pecari","B","TEAMS_CAX","G",5,32233.69,1,0,2,102.5,102.5
"Coendou prehensilis","C","TEAMS_CAX","Ar",2,4399.97,1,0,0.98,-999,1
"Dasypus septemcinctus","C","TEAMS_CAX","G",1,1526.65,1,0,5.99,-999,-999
"Sciurus gilvigularis","C","TEAMS_CAX","Ar",3,803.01,0,1,-999,-999,-999
"Myoprocta pratti","C","TEAMS_CAX","G",3,966.73,0,1,1.77,-999,-999
"Mustela africana","C","TEAMS_CAX","G",2,536.99,1,1,-999,-999,-999
"Alouatta belzebul","C","TEAMS_CAX","Ar",2,6400,0,1,-999,-999,7.4
"Cuniculus paca","C","TEAMS_CAX","G",3,8172.55,1,0,1.01,-999,1
"Euphractus sexcinctus","C","TEAMS_CAX","G",2,4782.89,1,1,1.73,-999,1
"Echimys chrysurus","C","TEAMS_CAX","Ar",2,652.5,1,0,1.94,-999,1
"Leopardus tigrinus","C","TEAMS_CAX","S",1,2250,1,1,-999,-999,-999
"Aotus azarae","C","TEAMS_CAX","Ar",6,929.57,1,0,1,-999,4.1
"Choloepus didactylus","C","TEAMS_CAX","Ar",2,5160,1,0,1,-999,1
"Bradypus variegatus","C","TEAMS_CAX","Ar",1,4335.01,1,1,1,-999,1
"Speothos venaticus","C","TEAMS_CAX","G",1,5999.98,0,1,3.8,-999,-999
"Potos flavus","C","TEAMS_CAX","Ar",3,3000,1,0,1.11,-999,1
"Galictis vittata","C","TEAMS_CAX","G",5,3200,1,1,-999,-999,-999
"Philander opossum","C","TEAMS_CAX","S",5,585.5,1,1,4.75,-999,1
"Chiropotes utahickae","C","TEAMS_CAX","Ar",3,2949.58,0,1,-999,-999,-999
"Coendou nycthemera","C","TEAMS_CAX","Ar",2,2999.98,1,0,-999,-999,-999
"Hydrochoerus hydrochaeris","C","TEAMS_CAX","G",2,48144.91,0,1,3.49,-999,10
"Lontra longicaudis","C","TEAMS_CAX","G",3,6554.96,1,0,3.69,-999,-999
"Pteronura brasiliensis","C","TEAMS_CAX","G",2,23999.93,0,1,2.12,-999,-999
"Procyon cancrivorus","C","TEAMS_CAX","G",5,6949.92,1,0,2.62,-999,-999
"Dasypus kappleri","A","TEAMS_COU","G",1,9500,1,0,4.47,-999,1
"Sylvilagus brasiliensis","A","TEAMS_COU","G",1,949.99,1,0,1.9,-999,1
"Cebus albifrons","A","TEAMS_COU","Ar",6,2629,0,1,1.01,-999,25
"Cebus apella","A","TEAMS_COU","Ar",6,2500,0,1,1.05,-999,7.9
"Monodelphis glirina","A","TEAMS_COU","G",5,61.54,1,0,-999,-999,-999
"Saguinus fuscicollis","A","TEAMS_COU","Ar",3,387,0,1,1.83,-999,6
"Saimiri sciureus","A","TEAMS_COU","Ar",5,743.24,0,1,1,-999,34.85
"Didelphis virginiana","A","TEAMS_COU","S",4,2195.48,1,0,8.62,-999,1
"Mazama americana","B","TEAMS_COU","G",2,22799.75,1,1,1.22,-999,1
"Leopardus pardalis","B","TEAMS_COU","G",3,11900.08,1,0,1.66,-999,-999
"Pecari tajacu","B","TEAMS_COU","G",4,21266.69,1,0,1.56,11.65,20
"Panthera onca","B","TEAMS_COU","G",3,1e+05,1,1,1.96,1,1
"Tapirus terrestris","B","TEAMS_COU","G",1,207500.91,1,0,1,-999,1
"Myrmecophaga tridactyla","B","TEAMS_COU","G",1,22333.15,1,1,1,1,1
"Priodontes maximus","B","TEAMS_COU","G",2,45359.68,1,0,1.5,-999,1
"Dasypus novemcinctus","B","TEAMS_COU","G",1,4203.78,1,0,3.96,-999,1
"Puma concolor","B","TEAMS_COU","G",1,51600.04,1,1,2.76,-999,1
"Tayassu pecari","B","TEAMS_COU","G",5,32233.69,1,0,2,102.5,102.5
"Didelphis marsupialis","B","TEAMS_COU","S",4,1091.16,1,0,7.09,-999,1
"Nasua nasua","B","TEAMS_COU","S",3,3793.85,0,1,3.69,-999,-999
"Tamandua tetradactyla","B","TEAMS_COU","S",1,5515.06,1,1,1,-999,1
"Atelocynus microtis","B","TEAMS_COU","G",2,7749.97,1,0,-999,-999,1
"Procyon cancrivorus","B","TEAMS_COU","G",5,6949.92,1,0,2.62,-999,-999
"Leopardus wiedii","B","TEAMS_COU","S",2,3249.97,1,0,1.5,-999,-999
"Eira barbara","B","TEAMS_COU","G",2,3910.03,1,1,2.14,-999,-999
"Saimiri boliviensis","B","TEAMS_COU","Ar",5,615.01,0,1,1.02,-999,60
"Philander opossum","B","TEAMS_COU","S",5,585.5,1,1,4.75,-999,1
"Pteronura brasiliensis","B","TEAMS_COU","G",2,23999.93,0,1,2.12,-999,-999
"Leopardus tigrinus","B","TEAMS_COU","S",1,2250,1,1,-999,-999,-999
"Ateles chamek","B","TEAMS_COU","Ar",5,5999.98,0,1,-999,-999,-999
"Lontra longicaudis","B","TEAMS_COU","G",3,6554.96,1,0,3.69,-999,-999
"Pithecia irrorata","C","TEAMS_COU","Ar",4,2240.99,0,1,-999,-999,4.4
"Coendou prehensilis","C","TEAMS_COU","Ar",2,4399.97,1,0,0.98,-999,1
"Mazama chunyi","C","TEAMS_COU","G",2,16499.85,1,1,1.5,-999,-999
"Mustela africana","C","TEAMS_COU","G",2,536.99,1,1,-999,-999,-999
"Alouatta seniculus","C","TEAMS_COU","Ar",2,6145.54,0,1,1.42,-999,7.9
"Cuniculus paca","C","TEAMS_COU","G",3,8172.55,1,0,1.01,-999,1
"Sciurus igniventris","C","TEAMS_COU","Ar",3,700,0,1,-999,-999,1
"Dactylomys boliviensis","C","TEAMS_COU","Ar",1,728.8,1,0,-999,-999,-999
"Choloepus hoffmanni","C","TEAMS_COU","Ar",2,4750.01,1,0,1,-999,1
"Odocoileus virginianus","C","TEAMS_COU","G",2,55508.56,1,0,1.57,-999,2.25
"Bradypus variegatus","C","TEAMS_COU","Ar",1,4335.01,1,1,1,-999,1
"Cabassous unicinctus","C","TEAMS_COU","G",1,4799.99,1,0,1,-999,1
"Speothos venaticus","C","TEAMS_COU","G",1,5999.98,0,1,3.8,-999,-999
"Potos flavus","C","TEAMS_COU","Ar",3,3000,1,0,1.11,-999,1
"Aotus nigriceps","C","TEAMS_COU","Ar",6,1060.01,1,0,-999,-999,3.3
"Bassaricyon alleni","C","TEAMS_COU","Ar",3,1235.01,1,0,-999,-999,-999
"Galictis vittata","C","TEAMS_COU","G",5,3200,1,1,-999,-999,-999
"Coendou bicolor","C","TEAMS_COU","Ar",2,4050.05,1,0,1,-999,2
"Dinomys branickii","C","TEAMS_COU","G",2,12500,1,0,1.97,-999,-999
"Chironectes minimus","C","TEAMS_COU","G",3,946,1,0,3.24,-999,1
